4,5,-1
4,6,-1
3,4,-1
2,3,-1
2,7,-1
2,8,-1
1,2,-1
12,13,-1
12,1,-1
11,12,-1
14,15,-1
14,6,-1
11,14,-1
10,11,-1
10,16,-1
10,17,-1
9,10,-1
