4,5,-1
4,6,-1
3,4,-1
2,3,-1
2,7,-1
2,8,-1
1,2,-1
11,12,-1
11,6,-1
10,11,-1
9,10,-1
9,13,-1
9,14,-1
1,9,-1
18,19,-1
23,24,-1
23,1,-1
22,23,-1
21,22,-1
21,25,-1
21,26,-1
20,21,-1
29,30,-1
29,1,-1
28,29,-1
27,28,-1
27,31,-1
27,32,-1
20,27,-1
18,20,-1
17,18,-1
16,17,-1
16,33,-1
16,34,-1
15,16,-1
